competitorId,competitorName,firstName,lastName,status,gender,countryOfOriginCode,countryOfOriginName,regionId,regionName,affiliateId,affiliateName,age,height,weight,overallRank,overallScore,genderId,year
35867,Will McOrist,Will,McOrist,ACT,M,,,3,Australia,3289,CrossFit Warrnambool,16,,,19942,113015,1,2012
2782,Jeff Portemont,Jeff,Portemont,ACT,M,,,15,South East,440,,31,,,19943,113024,1,2012
58833,JUSTIN STARR,Justin,Starr,ACT,M,,,12,Northern California,1538,,31,,,19944,113031,1,2012
34037,Aaron Potter,Aaron,Potter,ACT,M,,,3,Australia,82,,44,,,19945,113047,1,2012
46570,Matthew Goold,Matthew,Goold,ACT,M,,,14,South Central,251,,28,,,19946,113051,1,2012
42800,Kenneth Fasone,Kenneth,Fasone,ACT,M,,,17,South West,1860,University of Nevada CrossFit,20,,,19947,113067,1,2012
3422,Maxwell Sissman,Maxwell,Sissman,ACT,M,,,9,Mid Atlantic,2365,CrossFit South Arlington,27,,,19948,113076,1,2012
6204,Paul Bertoss,Paul,Bertoss,ACT,M,,,3,Australia,2419,CrossFit Plus,21,,,19949,113089,1,2012
70849,Adam Wickley,Adam,Wickley,ACT,M,,,2,Asia,2731,Shogun CrossFit,25,,,19949,113089,1,2012
38722,Pat Frizelle,Pat,Frizelle,ACT,M,,,11,North East,648,CrossFit CenterMass,41,,,19951,113101,1,2012
33955,Ali Alghanam,Ali,Alghanam,ACT,M,,,13,North West,863,Eugene CrossFit,18,,,19952,113131,1,2012
30678,Jordan Bromley,Jordan,Bromley,ACT,M,,,3,Australia,1627,,31,,,19953,113134,1,2012
22490,Joseph Faulk,Joseph,Faulk,ACT,M,,,12,Northern California,1183,CrossFit East Sacramento,35,,,19954,113139,1,2012
80872,Matt Barlow,Matt,Barlow,ACT,M,,,16,Southern California,1046,,32,,,19955,113146,1,2012
52904,Anthony McCarthy,Anthony,McCarthy,ACT,M,,,5,Canada West,3275,CrossFit 306,42,,,19956,113150,1,2012
66486,Scott Salter,Scott,Salter,ACT,M,,,9,Mid Atlantic,2996,CrossFit Tier1,40,,,19957,113156,1,2012
30501,Pete Wardrope,Pete,Wardrope,ACT,M,,,6,Central East,2137,New Species CrossFit,33,,,19958,113170,1,2012
9476,Blaise Szallasi,Blaise,Szallasi,ACT,M,,,9,Mid Atlantic,1082,CrossFit Delaware Valley,26,,,19959,113181,1,2012
68158,Tim Savage,Tim,Savage,ACT,M,,,16,Southern California,1305,,27,,,19960,113182,1,2012
7784,Derek Ryals,Derek,Ryals,ACT,M,,,17,South West,1783,,27,,,19961,113188,1,2012
3512,Beau Denson,Beau,Denson,ACT,M,,,15,South East,1748,,29,,,19962,113198,1,2012
32867,John Kim,John,Kim,ACT,M,,,9,Mid Atlantic,2340,Patriot CrossFit,36,,,19963,113207,1,2012
70078,Edgar Buth,Edgar,Buth,ACT,M,,,16,Southern California,937,CrossFit Thousand Oaks,37,,,19964,113211,1,2012
50612,Ben Kennedy,Ben,Kennedy,ACT,M,,,7,Europe,1181,,29,,,19965,113225,1,2012
9824,Bret Schultz,Bret,Schultz,ACT,M,,,10,North Central,0,,41,,,19966,113252,1,2012
73188,Maxime Girouard Marois,Maxime,Girouard Marois,ACT,M,,,4,Canada East,544,CrossFit Laval,20,,,19967,113257,1,2012
48775,Joe DelGreco,Joe,DelGreco,ACT,M,,,13,North West,2456,CrossFit Wilsonville,41,,,19968,113270,1,2012
41183,Rick Hetu,Rick,Hetu,ACT,M,,,6,Central East,319,,28,,,19969,113272,1,2012
59608,Wilson Joiner,Wilson,Joiner,ACT,M,,,15,South East,1620,World Camp CrossFit,41,,,19970,113277,1,2012
78088,Carlo Falco,Carlo,Falco,ACT,M,,,10,North Central,789,,39,,,19971,113291,1,2012
24353,Wayne Edwards,Wayne,Edwards,ACT,M,,,16,Southern California,2211,CrossFit Alhambra,31,,,19971,113291,1,2012
19306,Lou Lyons,Lou,Lyons,ACT,M,,,9,Mid Atlantic,2382,,44,,,19973,113293,1,2012
52712,Alejandro Martin Pezzini,Alejandro Martin,Pezzini,ACT,M,,,8,Latin America,1282,,35,,,19974,113296,1,2012
20944,shayne tempeny,Shayne,Tempeny,ACT,M,,,5,Canada West,2937,CrossFit 403,40,,,19975,113299,1,2012
63967,Geoff Chally,Geoff,Chally,ACT,M,,,13,North West,491,Boise CrossFit,37,,,19976,113300,1,2012
29063,Henry Fagundez,Henry,Fagundez,ACT,M,,,8,Latin America,0,,29,,,19977,113311,1,2012
36426,Morgan Donelson,Morgan,Donelson,ACT,M,,,15,South East,755,Harbor City CrossFit,36,,,19978,113316,1,2012
53195,Luke moore,Luke,moore,ACT,M,,,3,Australia,34,CrossFit Colossus,21,,,19979,113322,1,2012
76097,Sean Geffert,Sean,Geffert,ACT,M,,,17,South West,2487,CrossFit Initiative,30,,,19980,113325,1,2012
32137,Brian Sawyer,Brian,Sawyer,ACT,M,,,11,North East,2021,CrossFit 908,28,,,19981,113333,1,2012
52687,Tim Teoh,Tim,Teoh,ACT,M,,,16,Southern California,1912,Brick CrossFit,27,,,19982,113335,1,2012
30842,Richie Korn,Richie,Korn,ACT,M,,,6,Central East,0,,39,,,19982,113335,1,2012
17035,Mike Adamson,Mike,Adamson,ACT,M,,,6,Central East,3401,CrossFit Utility,28,,,19984,113344,1,2012
41784,Henri Moliis,Henri,Moliis,ACT,M,,,7,Europe,2182,CrossFit Lappeenranta,31,,,19985,113346,1,2012
72454,Cristian Contreras,Cristian,Contreras,ACT,M,,,8,Latin America,2389,,36,,,19986,113356,1,2012
51155,Darryl Sutton,Darryl,Sutton,ACT,M,,,3,Australia,1248,,34,,,19987,113360,1,2012
23962,oliver jennings,oliver,jennings,ACT,M,,,3,Australia,3026,,25,,,19988,113366,1,2012
45730,Rob Alexander,Rob,Alexander,ACT,M,,,7,Europe,3022,CrossFit Leeds,26,,,19989,113367,1,2012
35900,Luke Harrison,Luke,Harrison,ACT,M,,,3,Australia,3093,CrossFit South West Sydney (SWS),34,,,19990,113369,1,2012
36683,Kyle Lawlor,Kyle,Lawlor,ACT,M,,,12,Northern California,852,,25,,,19991,113376,1,2012
4962,Armando Espinal,Armando,Espinal,ACT,M,,,11,North East,3199,CrossFit Rockland,32,,,19992,113398,1,2012
79125,mikael Tjäder,mikael,Tjäder,ACT,M,,,7,Europe,3341,CrossFit Highway,29,,,19992,113398,1,2012
61507,Richard Parker,Richard,Parker,ACT,M,,,7,Europe,23,,23,,,19994,113399,1,2012
30680,Ruben Bravo,Ruben,Bravo,ACT,M,,,17,South West,2310,CrossFit Purgatory,28,,,19995,113411,1,2012
75380,Craig Berman,Craig,Berman,ACT,M,,,11,North East,949,CrossFit The Rock,38,,,19996,113412,1,2012
33195,Lorin Tremblay,Lorin,Tremblay,ACT,M,,,4,Canada East,964,,41,,,19996,113412,1,2012
2288,Ross Kennedy,Ross,Kennedy,ACT,M,,,14,South Central,786,CrossFit Central,34,,,19998,113414,1,2012
49710,Michael Felty,Michael,Felty,ACT,M,,,10,North Central,144,CrossFit Conway,32,,,19999,113419,1,2012
19421,Jason Shelnutt,Jason,Shelnutt,ACT,M,,,15,South East,3119,CrossFit Coweta,35,,,20000,113429,1,2012
23635,Damon Skelton,Damon,Skelton,ACT,M,,,16,Southern California,2130,CrossFit Malibu,40,,,20000,113429,1,2012
32124,Duane Morris,Duane,Morris,ACT,M,,,6,Central East,3140,CrossFit Reynoldsburg,41,,,20002,113430,1,2012
81210,Gilberto Casas,Gilberto,Casas,ACT,M,,,14,South Central,2683,,39,,,20003,113476,1,2012
35518,Doug Zakaras,Doug,Zakaras,ACT,M,,,17,South West,1038,CrossFit Park City,32,,,20004,113493,1,2012
41663,Francis-Olivier Gravel,Francis-Olivier,Gravel,ACT,M,,,4,Canada East,65,CrossFit YUL,30,,,20005,113496,1,2012
51680,Martin White Lucas,Martin,White Lucas,ACT,M,,,7,Europe,0,,23,,,20006,113498,1,2012
50387,Tito M. Rico,Tito M.,Rico,ACT,M,,,4,Canada East,909,Reebok CrossFit FirePower,37,,,20007,113513,1,2012
58282,Steven Lamb,Steven,Lamb,ACT,M,,,17,South West,1184,Kaizen CrossFit,36,,,20008,113515,1,2012
58502,Luke O'Connor,Luke,O'Connor,ACT,M,,,3,Australia,2032,CrossFit Western Front,24,,,20009,113527,1,2012
73607,Todd Muchmore,Todd,Muchmore,ACT,M,,,12,Northern California,899,,36,,,20010,113537,1,2012
44399,Sean Pate,Sean,Pate,ACT,M,,,12,Northern California,470,CrossFit Milpitas,43,,,20010,113537,1,2012
41223,Noah LaPorte,Noah,LaPorte,ACT,M,,,10,North Central,1427,Lincoln Park CrossFit,26,,,20012,113548,1,2012
8959,Allen Janusz,Allen,Janusz,ACT,M,,,15,South East,911,,36,,,20013,113549,1,2012
27108,Vipin Duggal,Vipin,Duggal,ACT,M,,,13,North West,1974,VSAC CrossFit,37,,,20014,113551,1,2012
54311,Aaron Turner,Aaron,Turner,ACT,M,,,10,North Central,2127,,38,,,20015,113554,1,2012
18268,James Lee,James,Lee,ACT,M,,,12,Northern California,574,CrossFit Silicon Valley,44,,,20015,113554,1,2012
12585,Randy Tarasevich,Randy,Tarasevich,ACT,M,,,11,North East,461,,34,,,20017,113555,1,2012
7076,Mike Plank,Mike,Plank,ACT,M,,,11,North East,0,,28,,,20018,113558,1,2012
56689,Matthew McQuenn,Matthew,McQuenn,ACT,M,,,7,Europe,671,CrossFit Reading,23,,,20019,113563,1,2012
2856,Daniel Adkins,Daniel,Adkins,ACT,M,,,15,South East,2610,,39,,,20020,113576,1,2012
21128,Steve Fuller,Steve,Fuller,ACT,M,,,13,North West,1792,CrossFit Fort Vancouver,40,,,20021,113583,1,2012
62654,Mark Porter,Mark,Porter,ACT,M,,,6,Central East,1600,CrossFit Old School,43,,,20022,113600,1,2012
58335,"John Stanton, Jr.",John,"Stanton, Jr.",ACT,M,,,2,Asia,2293,,33,,,20023,113601,1,2012
44465,michael durkin,michael,durkin,ACT,M,,,11,North East,2172,Empire State CrossFit,41,,,20024,113602,1,2012
13280,Ted Textor,Ted,Textor,ACT,M,,,17,South West,0,,26,,,20025,113606,1,2012
68335,Scott Leivian,Scott,Leivian,ACT,M,,,17,South West,0,,41,,,20026,113616,1,2012
12528,Geoff Rainsford,Geoff,Rainsford,ACT,M,,,5,Canada West,805,Reebok CrossFit Ramsay,26,,,20027,113625,1,2012
13762,Peter Eskam,Peter,Eskam,ACT,M,,,7,Europe,0,,33,,,20028,113632,1,2012
64290,Haakon Kvandal,Haakon,Kvandal,ACT,M,,,7,Europe,1092,CrossFit Bodo,23,,,20029,113652,1,2012
27280,Gareth Williams,Gareth,Williams,ACT,M,,,3,Australia,1326,,29,,,20030,113657,1,2012
15501,Tobias Hammon,Tobias,Hammon,ACT,M,,,12,Northern California,2816,CrossFit Merced,35,,,20031,113661,1,2012
34497,pat dacek,pat,dacek,ACT,M,,,11,North East,3574,Reebok CrossFit One,29,,,20031,113661,1,2012
25553,Danny Martinez,Danny,Martinez,ACT,M,,,15,South East,2663,,34,,,20033,113678,1,2012
61584,Stephan Grimm,Stephan,Grimm,ACT,M,,,7,Europe,3314,CrossFit Essen,30,,,20034,113734,1,2012
30944,Matt Gunby,Matt,Gunby,ACT,M,,,15,South East,767,CrossFit East Decatur,40,,,20035,113739,1,2012
74593,Stephen Warren,Stephen,Warren,ACT,M,,,16,Southern California,2494,,29,,,20035,113739,1,2012
72134,Petter Jeppsson,Petter,Jeppsson,ACT,M,,,7,Europe,0,,17,,,20037,113744,1,2012
63460,Kevin Corcoran,Kevin,Corcoran,ACT,M,,,17,South West,3215,Mile High CrossFit,30,,,20038,113747,1,2012
58497,Troy Austin,Troy,Austin,ACT,M,,,3,Australia,1870,,31,,,20039,113753,1,2012
27679,A.J. Mealor,A.J.,Mealor,ACT,M,,,9,Mid Atlantic,2074,,28,,,20040,113758,1,2012
44198,Caleb Axsom,Caleb,Axsom,ACT,M,,,10,North Central,1150,CrossFit Jenks,31,,,20041,113769,1,2012
66087,Mike Furgason,Mike,Furgason,ACT,M,,,13,North West,289,,42,,,20042,113772,1,2012
62743,Pablo Avila,Pablo,Avila,ACT,M,,,8,Latin America,880,CrossFit Santiago,31,,,20043,113773,1,2012
67901,Kenny Ohara,Kenny,Ohara,ACT,M,,,16,Southern California,1475,,34,,,20044,113774,1,2012
44761,Eric Baldacci,Eric,Baldacci,ACT,M,,,12,Northern California,2914,CrossFit CSA,38,,,20045,113778,1,2012
5581,Philip Cala III,Philip,Cala III,ACT,M,,,15,South East,3188,CrossFit on the Plains,28,,,20046,113779,1,2012
82241,Bevin Wheeler,Bevin,Wheeler,ACT,M,,,3,Australia,1377,CrossFit Mana,39,,,20047,113798,1,2012
75091,Matt Woodroofe,Matt,Woodroofe,ACT,M,,,7,Europe,1478,CrossFit Teesside,29,,,20048,113800,1,2012
27683,Ken Sels,Ken,Sels,ACT,M,,,6,Central East,697,Centerville CrossFit,38,,,20049,113811,1,2012
10047,Todd Buzby,Todd,Buzby,ACT,M,,,9,Mid Atlantic,1509,CrossFit Phoenixville,33,,,20050,113819,1,2012
47388,JUAN CARRALERO,JUAN,CARRALERO,ACT,M,,,15,South East,1160,,34,,,20051,113820,1,2012
49693,Robert Holler,Robert,Holler,ACT,M,,,13,North West,2405,,39,,,20052,113825,1,2012
3848,Daniel Ballou,Daniel,Ballou,ACT,M,,,9,Mid Atlantic,2973,,21,,,20053,113851,1,2012
31141,Chris Taglieri,Chris,Taglieri,ACT,M,,,11,North East,3042,,44,,,20054,113857,1,2012
43884,Phil Placido,Phil,Placido,ACT,M,,,11,North East,3199,CrossFit Rockland,40,,,20055,113860,1,2012
64938,Dave Mazur,Dave,Mazur,ACT,M,,,11,North East,2662,CrossFit Full Potential,27,,,20056,113865,1,2012
20190,Jonathan Rankin,Jonathan,Rankin,ACT,M,,,9,Mid Atlantic,2382,,38,,,20057,113876,1,2012
53048,Julian Ackad,Julian,Ackad,ACT,M,,,3,Australia,1627,,27,,,20058,113881,1,2012
32439,Griffin Arendell,Griffin,Arendell,ACT,M,,,15,South East,3168,CrossFit Fort Pierce,29,,,20059,113900,1,2012
57149,steve sharkey,steve,sharkey,ACT,M,,,9,Mid Atlantic,802,,32,,,20060,113920,1,2012
28643,Rodrigo Baluyot,Rodrigo,Baluyot,ACT,M,,,12,Northern California,1848,,27,,,20061,113942,1,2012
44012,Jonathan Bik,Jonathan,Bik,ACT,M,,,12,Northern California,2807,CrossFit Anywhere,38,,,20062,113954,1,2012
78379,Deon Kapp,Deon,Kapp,ACT,M,,,1,Africa,2764,BST CrossFit,21,,,20063,113959,1,2012
25418,Peter Scherp,Peter,Scherp,ACT,M,,,3,Australia,82,,35,,,20064,113961,1,2012
33205,John Spooner,John,Spooner,ACT,M,,,11,North East,736,CrossFit Milford,43,,,20065,113979,1,2012
10928,John Hurley,John,Hurley,ACT,M,,,3,Australia,1152,CrossFit Effects (FX),40,,,20066,113986,1,2012
55980,John Ulzheimer,John,Ulzheimer,ACT,M,,,15,South East,2860,CrossFit Identity,44,,,20067,113987,1,2012
7826,Steven Gensmer,Steven,Gensmer,ACT,M,,,17,South West,2470,,26,,,20068,113991,1,2012
5919,kareem mayan,kareem,mayan,ACT,M,,,5,Canada West,0,,35,,,20069,113996,1,2012
44967,leigh brodie,leigh,brodie,ACT,M,,,3,Australia,890,,31,,,20070,114001,1,2012
24770,Brian Brouwer,Brian,Brouwer,ACT,M,,,7,Europe,3278,CrossFit Deventer,22,,,20071,114002,1,2012
24288,Xolani Maseko,Xolani,Maseko,ACT,M,,,1,Africa,3631,,22,,,20072,114011,1,2012
25061,Matthew Eastburn,Matthew,Eastburn,ACT,M,,,9,Mid Atlantic,593,Central Bucks CrossFit,17,,,20073,114014,1,2012
9469,Eric Gabrielson,Eric,Gabrielson,ACT,M,,,11,North East,284,CrossFit Flemington,26,,,20074,114022,1,2012
54939,Kenichi Igarashi,Kenichi,Igarashi,ACT,M,,,16,Southern California,3096,CrossFit Chino Hills,32,,,20074,114022,1,2012
48765,Austin Langrehr,Austin,Langrehr,ACT,M,,,16,Southern California,472,CrossFit Kinnick,19,,,20076,114024,1,2012
80077,Devon Neudorf,Devon,Neudorf,ACT,M,,,5,Canada West,3275,CrossFit 306,41,,,20077,114025,1,2012
8535,Nik Rac,Nik,Rac,ACT,M,,,4,Canada East,1567,CrossFit Waterloo,33,,,20078,114027,1,2012
63205,John Grab,John,Grab,ACT,M,,,14,South Central,2492,,44,,,20078,114027,1,2012
26496,Braxton Gunther,Braxton,Gunther,ACT,M,,,17,South West,2082,,14,,,20080,114056,1,2012
60557,Guillermo Benitez,Guillermo,Benitez,ACT,M,,,7,Europe,372,CrossFit Oslo,34,,,20081,114063,1,2012
24426,Eric Desgagne,Eric,Desgagne,ACT,M,,,4,Canada East,544,CrossFit Laval,41,,,20082,114067,1,2012
81946,Thomas Mila,Thomas,Mila,ACT,M,,,15,South East,2672,,35,,,20083,114070,1,2012
73311,John Evans,John,Evans,ACT,M,,,7,Europe,0,,31,,,20084,114071,1,2012
10062,Robert Lusa,Robert,Lusa,ACT,M,,,15,South East,2854,,22,,,20085,114092,1,2012
31299,Warren Weiss,Warren,Weiss,ACT,M,,,8,Latin America,2244,CrossFit 7 Mile,38,,,20086,114113,1,2012
61015,Brett Kerrigan,Brett,Kerrigan,ACT,M,,,4,Canada East,0,,26,,,20087,114116,1,2012
43409,tim sohn,tim,sohn,ACT,M,,,12,Northern California,1834,,29,,,20088,114129,1,2012
45659,Brian Tran,Brian,Tran,ACT,M,,,16,Southern California,309,,31,,,20089,114135,1,2012
17192,Jeremiah Gooding,Jeremiah,Gooding,ACT,M,,,14,South Central,2178,Ragin' CrossFit,28,,,20090,114140,1,2012
40846,Chris Roth,Chris,Roth,ACT,M,,,6,Central East,3528,,24,,,20090,114140,1,2012
75795,Dominic Trujillo,Dominic,Trujillo,ACT,M,,,17,South West,2243,Duke City CrossFit,29,,,20092,114149,1,2012
53390,Jason Fokens,Jason,Fokens,ACT,M,,,6,Central East,1915,CrossFit New Albany,39,,,20093,114151,1,2012
65172,Mike Butler,Mike,Butler,ACT,M,,,6,Central East,319,,32,,,20094,114161,1,2012
58214,Matt Harris,Matt,Harris,ACT,M,,,3,Australia,933,CrossFit Brisbane,19,,,20095,114162,1,2012
43439,Manuel Faivre,Manuel,Faivre,ACT,M,,,7,Europe,1821,CrossFit Riviera,34,,,20096,114164,1,2012
44844,Brad Bennett,Brad,Bennett,ACT,M,,,3,Australia,2555,CrossFit Urban Energy,18,,,20097,114166,1,2012
61572,Stefano Rainelli,Stefano,Rainelli,ACT,M,,,15,South East,1563,CrossFit Soul Miami,25,,,20098,114168,1,2012
56274,John Felch,John,Felch,ACT,M,,,9,Mid Atlantic,935,,34,,,20099,114193,1,2012
66066,James Fraser,James,Fraser,ACT,M,,,7,Europe,1132,CrossFit Glasgow,20,,,20100,114201,1,2012
33432,Kirk Reynolds,Kirk,Reynolds,ACT,M,,,16,Southern California,0,,30,,,20101,114202,1,2012
61829,Kevin Elmore,Kevin,Elmore,ACT,M,,,13,North West,1197,CrossFit Advantage,39,,,20102,114219,1,2012
11710,Josh Cagwin,Josh,Cagwin,ACT,M,,,16,Southern California,3675,,34,,,20103,114226,1,2012
13094,Antonio Sanchez,Antonio,Sanchez,ACT,M,,,10,North Central,2216,CrossFit Champaign-Urbana (CU),29,,,20104,114227,1,2012
2933,Tom Rees,Tom,Rees,ACT,M,,,7,Europe,2272,Reebok CrossFit Cardiff,30,,,20105,114237,1,2012
73876,brian kwok,brian,kwok,ACT,M,,,4,Canada East,718,CrossFit Colosseum,42,,,20106,114244,1,2012
43555,Nick Thomas,Nick,Thomas,ACT,M,,,7,Europe,547,CrossFit Velocity,34,,,20107,114262,1,2012
45517,Mike Anderson,Mike,Anderson,ACT,M,,,10,North Central,1845,CrossFit Wilmette,32,,,20108,114264,1,2012
42093,Ron Tien,Ron,Tien,ACT,M,,,12,Northern California,1017,CrossFit San Leandro,32,,,20109,114270,1,2012
14800,Jamie Bradshaw,Jamie,Bradshaw,ACT,M,,,13,North West,1156,Lynnwood CrossFit,44,,,20110,114273,1,2012
13301,Mike McGregor,Mike,McGregor,ACT,M,,,12,Northern California,650,Brethren CrossFit,33,,,20111,114280,1,2012
44833,Brian Snider,Brian,Snider,ACT,M,,,14,South Central,786,CrossFit Central,44,,,20112,114284,1,2012
69290,Javier LLanos,Javier,Llanos,ACT,M,,,15,South East,3027,CrossFit En Fuego,42,,,20113,114294,1,2012
12845,Chris Giroso,Chris,Giroso,ACT,M,,,9,Mid Atlantic,1018,,34,,,20114,114296,1,2012
44229,Doug Momii,Doug,Momii,ACT,M,,,16,Southern California,3231,,40,,,20115,114297,1,2012
64671,Chris Garbark,Chris,Garbark,ACT,M,,,9,Mid Atlantic,2436,,40,,,20115,114297,1,2012
9639,Jeremy Keating,Jeremy,Keating,ACT,M,,,3,Australia,2488,,30,,,20117,114308,1,2012
8287,Ken Bray,Ken,Bray,ACT,M,,,6,Central East,0,,42,,,20118,114343,1,2012
30211,Steven Smith,Steven,Smith,ACT,M,,,11,North East,1498,CrossFit Bridgewater,38,,,20119,114355,1,2012
14525,Jay Trottier,Jay,Trottier,ACT,M,,,11,North East,736,CrossFit Milford,32,,,20120,114358,1,2012
30257,Greg McAfee,Greg,McAfee,ACT,M,,,4,Canada East,861,CrossFit Moncton,32,,,20121,114359,1,2012
3488,Jamie Arnold,Jamie,Arnold,ACT,M,,,4,Canada East,861,CrossFit Moncton,38,,,20122,114363,1,2012
35686,Tyler Scott,Tyler,Scott,ACT,M,,,12,Northern California,1834,,36,,,20123,114364,1,2012
61657,Matthew Morgan,Matthew,Morgan,ACT,M,,,10,North Central,1895,CrossFit 413,37,,,20124,114368,1,2012
61810,Manny Serrano,Manny,Serrano,ACT,M,,,16,Southern California,2394,CrossFit 310,39,,,20125,114370,1,2012
50832,Keith Murphy,Keith,Murphy,ACT,M,,,12,Northern California,1714,Lamorinda CrossFit,25,,,20126,114374,1,2012
81843,Stephan Joanides,Stephan,Joanides,ACT,M,,,12,Northern California,625,CrossFit Santa Cruz,31,,,20127,114379,1,2012
39641,d mcfrazier,d,mcfrazier,ACT,M,,,14,South Central,0,,41,,,20128,114380,1,2012
62304,Matt Varca,Matt,Varca,ACT,M,,,15,South East,2805,,28,,,20129,114391,1,2012
72323,Hung Chen,Hung,Chen,ACT,M,,,15,South East,902,,26,,,20130,114405,1,2012
81886,Joseph Green,Joseph,Green,ACT,M,,,15,South East,0,,31,,,20131,114421,1,2012
44605,Shawn Beckerley,Shawn,Beckerley,ACT,M,,,12,Northern California,2807,CrossFit Anywhere,40,,,20132,114422,1,2012
7956,Brian Smith,Brian,Smith,ACT,M,,,11,North East,1998,CrossFit 203,33,,,20133,114431,1,2012
57624,John Sosa,John,Sosa,ACT,M,,,12,Northern California,650,Brethren CrossFit,28,,,20134,114434,1,2012
23084,Seth Chambliss,Seth,Chambliss,ACT,M,,,14,South Central,1689,CrossFit CenTex,40,,,20135,114443,1,2012
78759,Richard Holohan,Richard,Holohan,ACT,M,,,9,Mid Atlantic,2340,Patriot CrossFit,38,,,20136,114444,1,2012
68932,Samal Jakobsen,Samal,Jakobsen,ACT,M,,,8,Latin America,3364,CrossFit True Blue,31,,,20137,114447,1,2012
40524,Josh Pawlowski,Josh,Pawlowski,ACT,M,,,9,Mid Atlantic,2902,CrossFit South Hills,25,,,20138,114448,1,2012
17083,Michael Maddalena,Michael,Maddalena,ACT,M,,,15,South East,725,BeltLine CrossFit,42,,,20139,114456,1,2012
34888,Luca Loguercio,Luca,Loguercio,ACT,M,,,11,North East,1157,CrossFit South Brooklyn,31,,,20140,114467,1,2012
35420,Troy Witherrite,Troy,Witherrite,ACT,M,,,13,North West,2150,,37,,,20141,114468,1,2012
34022,Yousef Alabdullah,Yousef,Alabdullah,ACT,M,,,13,North West,863,Eugene CrossFit,20,,,20142,114471,1,2012
75535,Scott English,Scott,English,ACT,M,,,6,Central East,501,CrossFit Memphis,40,,,20143,114480,1,2012
35554,Kevin Hogan,Kevin,Hogan,ACT,M,,,10,North Central,723,,26,,,20143,114480,1,2012
36001,Chris Contaldi,Chris,Contaldi,ACT,M,,,11,North East,363,CrossFit South Shore L.I.,41,,,20145,114488,1,2012
33541,Bill Ivory,Bill,Ivory,ACT,M,,,13,North West,3290,CrossFit 307,31,,,20145,114488,1,2012
58881,Jaco Van der Vyver,Jaco,Van der Vyver,ACT,M,,,1,Africa,0,,22,,,20147,114492,1,2012
81448,Andrew Firth,Andrew,Firth,ACT,M,,,4,Canada East,1727,CrossFit Kitchener,33,,,20148,114515,1,2012
4451,Brian Pyfferoen,Brian,Pyfferoen,ACT,M,,,6,Central East,0,,31,,,20149,114528,1,2012
56346,Jonathan Custodio,Jonathan,Custodio,ACT,M,,,10,North Central,1399,CrossFit Prevail,30,,,20150,114531,1,2012
10569,Bradley Motzer,Bradley,Motzer,ACT,M,,,15,South East,1321,CrossFit Conquest,27,,,20151,114537,1,2012
42737,Shane harper,Shane,Harper,ACT,M,,,3,Australia,1006,,25,,,20152,114540,1,2012
40669,James Fraser,James,Fraser,ACT,M,,,3,Australia,2510,CrossFit Resolve,39,,,20153,114541,1,2012
55604,Braedon Burleson,Braedon,Burleson,ACT,M,,,10,North Central,5,CrossFit Dubuque,25,,,20154,114545,1,2012
58385,Trent Wicker,Trent,Wicker,ACT,M,,,3,Australia,2301,,24,,,20154,114545,1,2012
36258,Leon Clough,Leon,Clough,ACT,M,,,15,South East,902,,41,,,20156,114554,1,2012
43502,Matt GRANT,Matt,GRANT,ACT,M,,,3,Australia,741,,35,,,20157,114558,1,2012
44424,Chris Cook,Chris,Cook,ACT,M,,,3,Australia,3047,CrossFit 2600,40,,,20158,114559,1,2012
29854,Brian Decker,Brian,Decker,ACT,M,,,11,North East,1926,CrossFit MF,26,,,20159,114573,1,2012
81533,"Michele ""Mike"" Brocato",Michele,"""Mike"" Brocato",ACT,M,,,12,Northern California,1714,Lamorinda CrossFit,37,,,20160,114577,1,2012
47068,Richard Cass,Richard,Cass,ACT,M,,,9,Mid Atlantic,802,,26,,,20161,114588,1,2012
21672,Juho Friberg,Juho,Friberg,ACT,M,,,7,Europe,1515,CrossFit Espoo,35,,,20162,114589,1,2012
62492,Ross Goldsmith,Ross,Goldsmith,ACT,M,,,10,North Central,3032,,38,,,20163,114593,1,2012
36662,Bing Nieh,Bing,Nieh,ACT,M,,,10,North Central,1592,CrossFit Rise,31,,,20164,114600,1,2012
18262,Matt Nolan,Matt,Nolan,ACT,M,,,10,North Central,0,,23,,,20165,114602,1,2012
55061,Justin Malone,Justin,Malone,ACT,M,,,13,North West,872,CrossFit Portland,26,,,20166,114603,1,2012
38204,Nicolas Winocur,Nicolas,Winocur,ACT,M,,,11,North East,0,,26,,,20167,114613,1,2012
53624,Michael Foster,Michael,Foster,ACT,M,,,13,North West,1169,,35,,,20168,114621,1,2012
25635,Jonathan Longhitano,Jonathan,Longhitano,ACT,M,,,12,Northern California,2354,CrossFit Palo Alto,29,,,20169,114626,1,2012
81977,Avery Katz,Avery,Katz,ACT,M,,,11,North East,2251,,30,,,20170,114631,1,2012
29435,Chris Stewart,Chris,Stewart,ACT,M,,,3,Australia,735,CrossFit New Zealand (NZ),37,,,20171,114649,1,2012
8735,Joe Magner,Joe,Magner,ACT,M,,,17,South West,3638,,39,,,20172,114654,1,2012
16348,Tristan Giles,Tristan,Giles,ACT,M,,,3,Australia,3235,CrossFit Townsville,27,,,20173,114658,1,2012
8175,Jason Chen,Jason,Chen,ACT,M,,,9,Mid Atlantic,663,,23,,,20174,114660,1,2012
62605,Tony Lau,Tony,Lau,ACT,M,,,13,North West,462,Foundation CrossFit,33,,,20175,114677,1,2012
